Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;tbench;batlife;batstandby1;battalktime1;featuresother;bodyother;batmusicplayback1;gprstext;edge;sar-us;sar-eu
https://www.gsmarena.com/asus_zenpad_s_8_0_z580c-7366.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg;Asus Zenpad S 8.0 Z580C;Released 2015, August;317g, 6.9mm thickness;Android 5.0;16GB/32GB storage, microSDXC;10;N/A;259,405 hits;"8.0""";1536x2048 pixels;2 GB RAM;Intel Atom Z3530;4000 mAh Li-Po;N/A;;;;2015, June. Released 2015, August;Discontinued;203.2 x 134.5 x 6.9 mm (8.0 x 5.30 x 0.27 in);317 g (11.18 oz);;No;IPS LCD capacitive touchscreen, 16M colors;8.0 inches, 198.2 cm(~72.5% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~320 ppi density);Oleophobic coating;;Android 5.0 (Lollipop);Intel Atom Z3530;Quad-core;PowerVR G6430;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM;;5 MP;;Yes;2 MP;;;;Wi-Fi 802.11 a/b/g/n/ac;4.1, LE;Yes, GLONASS;;No;microUSB 2.0;Accelerometer, compass;Non-removable Li-Po 4000 mAh battery (15.2 Wh);Black, White;;;;;;Up to 8 h (multimedia);;;;No;No;;
https://www.gsmarena.com/asus_zenpad_8_0_z380kl-7255.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg;Asus Zenpad 8.0 Z380KL;Released 2015, July;350g, 8.5mm thickness;Android 5.0, up to 6.0.1;8GB/16GB storage, microSDXC;21;0.3%;1,177,314 hits;"8.0""";800x1280 pixels;1/2 GB RAM;Snapdragon 410;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, June. Released 2015, July;Discontinued;209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in);350 g (12.35 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;8.0 inches, 185.6 cm(~72.2% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Corning Gorilla Glass 1;;Android 5.0 (Lollipop), upgradable to 6.0.1 (Marshmallow);Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8929 Snapdragon 415 (28 nm);Octa-core (4x Cortex-A53 & 4x Cortex-A53)Octa-core;Adreno 306Adreno 405;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;eMMC 4.5;5 MP or 8 MP, f/2.0, AF;;1080p@30fps;2 MP, f/2.2;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE, aptX;Yes, with A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 4000 mAh battery (15.2 Wh);Black, White, Aurora Metallic;P024;About 280 EUR;;;;Up to 10 h (multimedia);;;;;;;
https://www.gsmarena.com/asus_zenpad_8_0_z380c-7365.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg;Asus Zenpad 8.0 Z380C;Released 2015, July;350g, 8.5mm thickness;Android 5.0;8GB/16GB storage, microSDXC;4;N/A;222,537 hits;"8.0""";800x1280 pixels;1/2 GB RAM;Intel Atom x3-C3200;4000 mAh Li-Po;N/A;;;;2015, June. Released 2015, July;Discontinued;209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in);350 g (12.35 oz);;No;IPS LCD capacitive touchscreen, 16M colors;8.0 inches, 185.6 cm(~72.2% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Oleophobic coating;;Android 5.0 (Lollipop);Intel Atom x3-C3200;Quad-core;Mali-450MP4;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;;5 MP, AF2 MP, no AF;;Yes;2 MPVGA;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, GLONASS;;No;microUSB 2.0;Accelerometer, compass;Non-removable Li-Po 4000 mAh battery (15.2 Wh);Black, White, Aurora Metallic;;;;;;Up to 8 h (multimedia);;;;No;No;;
https://www.gsmarena.com/asus_zenpad_c_7_0_z170mg-7364.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg;Asus Zenpad C 7.0 Z170MG;Released 2015, August;275g, 9.5mm thickness;Android 5.0;8GB/16GB storage, microSDXC;4;0.1%;376,141 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8382V;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/11.5 Mbps;2015, June. Released 2015, August;Discontinued;189 x 108 x 9.5 mm (7.44 x 4.25 x 0.37 in);275 g (9.70 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;7.0 inches, 137.9 cm(~67.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Oleophobic coating;;Android 5.0 (Lollipop);Mediatek MT8382V/W (28 nm);Quad-core Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM;;5 MP;;Yes;VGA;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 3500 mAh battery (13 Wh);Black, White;;;;;;Up to 8 h 30 min;;;;;;;
https://www.gsmarena.com/asus_zenpad_c_7_0-7256.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg;Asus Zenpad C 7.0;Released 2015, July;265g, 8.4mm thickness;Android 5.0;8GB/16GB storage, microSDXC;15;0.4%;1,791,866 hits;"7.0""";600x1024 pixels;1 GB RAM;Intel Atom x3-C3200;3450 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - Z170CG;;HSPA;2015, June. Released 2015, July;Discontinued;189 x 108 x 8.4 mm (7.44 x 4.25 x 0.33 in);265 g (9.35 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;7.0 inches, 137.9 cm(~67.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Oleophobic coating;;Android 5.0 (Lollipop);Intel Atom x3-C3200;Quad-core;Mali-450MP4;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM;;5 MP, f/2.0 or 2 MP;;720p@30fps;VGA;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 3450 mAh battery (13 Wh);Black, White, Red, Aurora Metallic;;About 140 EUR;;;;Up to 8 h;;;;;;;
https://www.gsmarena.com/asus_zenfone_selfie_zd551kl-7261.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-selfie.jpg;Asus Zenfone Selfie ZD551KL;Released 2015, August;170g, 10.8mm thickness;Android 5.0, up to 6.0, ZenUI;16GB/32GB storage, microSDXC;171;1.5%;8,267,828 hits;"5.5""";1080x1920 pixels;2/3 GB RAM;Snapdragon 615;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, June. Released 2015, August;Discontinued;156.5 x 77.2 x 10.8 mm (6.16 x 3.04 x 0.43 in);170 g (6.00 oz);Glass front (Gorilla Glass 4), plastic back, plastic frame;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 82.6 cm(~68.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);Corning Gorilla Glass 4, oleophobic coating;;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI;Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 4.5;"13 MP, f/2.0, 28mm (wide), 1/3"", Laser AF";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;13 MP, f/2.2, AF;Dual-LED dual-tone flash;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS, BDS;;FM radio, RDS;microUSB 2.0, USB On-The-Go;Accelerometer, gyro, proximity, compass;Removable Li-Po 3000 mAh battery;Pure White, Chic Pink, Aqua Blue;Z00UD, Z00UDH, Z00UDC, Z00UDB;About 280 EUR;Basemark OS II 2.0: 883Basemark X: 4915;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_2_ze500cl-7044.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze500cl.jpg;Asus Zenfone 2 ZE500CL;Released 2015, March;155g, 10.9mm thickness;Android 5.0, ZenUI;16GB storage, microSDXC;43;0.2%;2,419,809 hits;"5.0""";720x1280 pixels;2 GB RAM;Intel Atom Z2560;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 28 - Taiwan;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps;2015, March. Released 2015, March;Discontinued;148.1 x 71.5 x 10.9 mm (5.83 x 2.81 x 0.43 in);155 g (5.47 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;;Android 5.0 (Lollipop), ZenUI;Intel Atom Z2560;Dual-core 1.6 GHz;PowerVR SGX544MP2;microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.0, AF;LED flash, panorama, HDR;1080p@30fps;2 MP, f/2.0;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 2500 mAh battery;Charcoal Black, Pearl White, Cherry Red;Z00D;About 180 EUR;;;Up to 360 h (3G);Up to 28 h (3G);;;;;;;0.43 W/kg (head)
https://www.gsmarena.com/asus_zenfone_2_ze550ml-7120.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze550ml.jpg;Asus Zenfone 2 ZE550ML;Released 2015, March;170g, 10.9mm thickness;Android 5.0, up to 6.0, ZenUI;16GB storage, microSDXC;110;0.6%;3,929,886 hits;"5.5""";720x1280 pixels;2 GB RAM;Intel Atom Z3560;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 8, 28 - Taiwan;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, March;Discontinued;152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in);170 g (6.00 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI;Intel Atom Z3560;Quad-core 1.8 GHz;PowerVR G6430;microSDXC (dedicated slot);16GB 2GB RAM;;13 MP, f/2.0, AF;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;;;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;Non-removable Li-Po 3000 mAh battery;Osmium Black, Glamor Red, Ceramic White;Z008D, Z008;About 250 EUR;;;;;;;;;;;0.35 W/kg (head)
https://www.gsmarena.com/asus_zenfone_2_ze551ml-6917.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-new.jpg;Asus Zenfone 2 ZE551ML;Released 2015, March;170g, 10.9mm thickness;Android 5.0, up to 6.0;16GB/32GB/64GB storage, microSDXC;1294;2.5%;28,332,956 hits;"5.5""";1080x1920 pixels;2/4 GB RAM;Intel Atom Z3580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, January. Released 2015, March;Discontinued;152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in);170 g (6.00 oz);Glass front (Gorilla Glass 3), plastic back, plastic frame;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;;Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow);Intel Atom Z3580 (4 GB RAM model)Intel Atom Z3560 (2 GB RAM model);Quad-core 2.3 GHz (4 GB RAM model)Quad-core 1.8 GHz (2 GB RAM model);PowerVR G6430;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 64GB 4GB RAM;;13 MP, f/2.0, AF;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;;;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;Yes;FM radio, RDS;microUSB 2.0, USB On-The-Go;Accelerometer, gyro, proximity, compass;Non-removable Li-Po 3000 mAh battery;Osmium Black, Sheer Gold, Glacier Gray, Glamor Red, Ceramic White;Z00AD, Z00A;About 300 EUR;Basemark OS II 2.0: 1090Basemark X: 12565;;;;;;;;;;0.35 W/kg (head)
https://www.gsmarena.com/asus_fonepad_7_fe375cl-7045.php;https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-fe375cl.jpg;Asus Fonepad 7 FE375CL;Released 2015, March;299g, 9.8mm thickness;Android 5.0.1;8GB/16GB storage, microSDXC;9;N/A;351,986 hits;"7.0""";800x1280 pixels;2 GB RAM;Intel Atom Z3530;3950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 2100;LTE 700 / 800 / 900 / 1700 / 1800 / 1900 / 2100;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, February. Released 2015, March;Discontinued;194.3 x 108.9 x 9.8 mm (7.65 x 4.29 x 0.39 in);299 g (10.55 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;7.0 inches, 142.1 cm(~67.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Oleophobic coating;;Android 5.0.1 (Lollipop);Intel Atom Z3530;Quad-core 1.33 GHz;PowerVR G6430;microSDXC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM;;5 MP, AF;;1080p@30fps;2 MP;;;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;Non-removable Li-Po 3950 mAh battery (15 Wh);Black, White;;About 220 EUR;;;Up to 397 h (3G);Up to 12 h (multimedia) (2G) / Up to 22 h 30 min (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_c_zc451cg-6982.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-c.jpg;Asus Zenfone C ZC451CG;Released 2015, February;150g, 10.9mm thickness;Android 4.4.2;8GB storage, microSDXC;40;1.1%;8,335,377 hits;"4.5""";480x854 pixels;1 GB RAM;Intel Atom Z2520;2160 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, February;Discontinued;136.5 x 67 x 10.9 mm (5.37 x 2.64 x 0.43 in);150 g (5.29 oz);Glass front, plastic back, plastic frame;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;4.5 inches, 55.8 cm(~61.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Oleophobic coating;;Android 4.4.2 (KitKat);Intel Atom Z2520;Dual-core 1.2 GHz;PowerVR SGX544MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP, f/2.0, AF;LED flash;1080p@30fps;VGA, f/2.8;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity;Removable Li-Ion 2100 mAh battery;Charcoal Black, Pearl White, Cherry Red;Z007;About 90 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_fonepad_7_fe171cg-6953.php;https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-2015.jpg;Asus Fonepad 7 FE171CG;Released 2015, January;280g, 7.9mm thickness;Android 4.4;8GB/16GB storage, microSDXC;15;0.1%;766,402 hits;"7.0""";600x1024 pixels;1/2 GB RAM;Intel Atom Z2520;3950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, January;Discontinued;196 x 110.6 x 7.9 mm (7.72 x 4.35 x 0.31 in);280 g (9.88 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;7.0 inches, 137.9 cm(~63.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Oleophobic coating;;Android 4.4 (KitKat);Intel Atom Z2520;Dual-core 1.2 GHz;PowerVR SGX544MP2;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;;5 MP or 8 MP, AF;LED flash;1080p@30fps;2 MP;;720p;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 3950 mAh battery (15 Wh);Black, White, Gold, Red;K01N;About 160 EUR;;;;Up to 11 h 30 min (multimedia) (2G) / Up to 34 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_zoom_zx550-6918.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx550.jpg;Asus Zenfone Zoom ZX550;Released 2015, December;185g, 12mm thickness;Android 5.0, ZenUI;16GB/32GB/128GB storage, microSDXC;123;0.1%;2,631,458 hits;"5.5""";1080x1920 pixels;2/4 GB RAM;Intel Atom Z3580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 19, 20, 28, 29;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, January. Released 2015, December;Discontinued;158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in);185 g (6.53 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 82.6 cm(~65.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);Corning Gorilla Glass 3;;Android 5.0 (Lollipop), ZenUI;Intel Atom Z3580;Quad-core 2.3 GHz;PowerVR G6430;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 4GB RAM;;13 MP, f/2.7-4.8, 28-84mm (periscope telephoto zoom), Laser AF, OIS, 3x optical zoom;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;;;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;No;microUSB 2.0, USB On-The-Go;Accelerometer, gyro, proximity, compass;Non-removable Li-Po 3000 mAh battery;Meteorite black, Glacier white;;About 400 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_pegasus-6897.php;https://fdn2.gsmarena.com/vv/bigpic/asus-x002.jpg;Asus Pegasus;Released 2015, May;140g, 9.9mm thickness;Android 4.4;8GB/16GB storage, microSDHC;32;N/A;1,241,834 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6732;2500 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;TD-SCDMA;38, 39, 40;TD-SCDMA, TD-LTE;2014, December. Released 2015, May;Discontinued;146 x 73 x 9.9 mm (5.75 x 2.87 x 0.39 in);140 g (4.94 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~64.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;;Android 4.4 (KitKat);Mediatek MT6732 (28 nm);Quad-core 1.5 GHz Cortex-A53;Mali-T760MP2;microSDHC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM;;8 MP, f/2.0, AF;LED flash, panorama;Yes;5 MP, f/2.2;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Po 2500 mAh battery;Black, White, Red, Gold;X003;About 80 EUR;;;Up to 174 h (3G);Up to 17 h 40 min (3G);;;;Yes;Yes;;
https://www.gsmarena.com/asus_zenfone_5_lite_a502cg_(2014)-6813.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenphone-5-lite.jpg;Asus Zenfone 5 Lite A502CG (2014);Released 2014, November;160g, 10.8mm thickness;Android 4.4.2;1GB RAM storage, microSDXC slot;17;0.1%;1,808,862 hits;"5.0""";540x960 pixels;1 GB RAM;Intel Atom Z2520;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/5.76 Mbps;2014, November. Released 2014, November;Discontinued;148.2 x 72.8 x 10.8 mm (5.83 x 2.87 x 0.43 in);160 g (5.64 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~63.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Oleophobic coating;;Android 4.4.2 (KitKat);Intel Atom Z2520;Dual-core 1.2 GHz;PowerVR SGX544MP2;microSDXC (dedicated slot);1GB RAM;;8 MP, AF;LED flash, panorama;720p@30fps;VGA;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;Non-removable Li-Po 2500 mAh battery;Charcoal Black, Pearl White, Cherry Red;T00K;About 100 EUR;;;Up to 424 h (3G);Up to 21 h 40 min (3G);;;;;;;
https://www.gsmarena.com/asus_memo_pad_10_me103k-6751.php;https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-10-me103k.jpg;Asus Memo Pad 10 ME103K;Released 2014, November;525g, 9.9mm thickness;Android 4.4.2;8GB/16GB/32GB storage, microSDXC;3;N/A;224,656 hits;"10.1""";800x1280 pixels;1 GB RAM;Snapdragon S4 Pro;5000 mAh Li-Po;N/A;;;;2014, October. Released 2014, November;Discontinued;256 x 174 x 9.9 mm (10.08 x 6.85 x 0.39 in);525 g (1.16 lb);;No;IPS LCD capacitive touchscreen, 16M colors;10.1 inches, 295.8 cm(~66.4% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Oleophobic coating;;Android 4.4.2 (KitKat);Qualcomm Snapdragon S4 Pro;Quad-core 1.4 GHz Krait;Adreno 320;microSDXC (dedicated slot);8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM;;5 MP or 2 MP;;;VGA;;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer, compass;Non-removable Li-Po 5000 mAh battery (19 Wh);White, Black;;About 200 EUR;;;;Up to 9 h 30 min (multimedia);;;;No;No;;
https://www.gsmarena.com/asus_padfone_x_mini-6737.php;https://fdn2.gsmarena.com/vv/bigpic/asus-padfone-x-mini.jpg;Asus PadFone X mini;Released 2014, October;148.8g, 12.7mm thickness;Android 4.4.2;8GB storage, microSDXC;10;N/A;464,207 hits;"4.5""";480x854 pixels;1 GB RAM;Intel Atom Z2560;2060 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;2, 4, 5, 17;HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps;2014, October. Released 2014, October;Discontinued;132.1 x 66.3 x 12.7 mm (5.20 x 2.61 x 0.5 in);148.8 g (5.22 oz);;Micro-SIM;IPS+ LCD capacitive touchscreen, 16M colors;4.5 inches, 55.8 cm(~63.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;;Android 4.4.2 (KitKat);Intel Atom Z2560;Dual-core 1.6 GHz;PowerVR SGX544MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash;1080p@30fps;2 MP;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 2060 mAh battery;Black;;About 160 EUR;;;Up to 360 h (3G);Up to 15 h 40 min (3G);;Padfone Station with 7 inches IPS+ display, 800 x 1280 pixels, 2200 mAh battery, 1 MP front camera. 203.7 x 119.4 x 11.2-21.1 mm, 249.8 grams;;;;;
